6793:654,1102,354,29,138,8,58,736,616,650
6843:4671,302,654,84,9594,361,58,8,616,29
6851:1527,3107,10041,2880,5624,3172,8848,4825,1712,12990
6881:47043,21970,78050,6491,91518,6127,785,18239,49198,69697
6883:17,302,654,58,224,616,354,650,29,84
6886:58,84,616,1102,650,301,8,76,736,289
6889:302,654,84,58,29,354,1102,301,3216,616
6894:5152,112582,6922
6895:254,866,8218,1763,13083,10947,2638,1649,20467,38510
6898:17,81,40,2139,650,1069,616,736,226,302
6903:1913,17,302,354,654,254,84,29,2139,736
6932:224,61790,14084,182,5740,8081,81912,28479,24991,11161
6933:44030,83021,1745,14521,9753,16654,58650,28020,54415,6760
6935:40281,60549,56570,111979,104512,113270,39786,17520,52826,36213
6939:17,138,302,84,654,58,29,226,1102,301
6948:102171,56195,6302,769,1007,74415,31819,40887,64230,100224
6950:23335
6958:113365,957,16676,2528,4326,5604,70,650,866,8
6960:361,17855,41386,17,5807,110407,57108,302,61563,85642
6966:3770,25398,8258,81362,2303,38716,82452,107013,53416,103304
6977:473,355,10561,57635,34795,37566,12198,46673,9902,61626
6982:10692,361,2354,16658,6901,1651,12093,4093,8783,6117
6983:500
6984:57053,69814,33940,45343,67782,90680,82209,38352,56715,79255
6992:2714,2403,1827,3207,1524,3506,970,441,8536,16506
7005:302,654,84,616,58,301,29,650,8,736
7019:17,48,302,1187,2162,58,84,1119,29,736
7027:
7034:17,302,58,654,84,8,301,70,26483,138
7035:7411,49084,2566,10898,302,654,107027,84,58,616
7036:17,302,354,654,84,1102,1462,58,736,29
7044:48,1187,302,84,8579,654,8151,2162,70,301
7053:25165,55476,59197,41982,40996,14038,37482,55211,79591,91887
7059:6256,58298,109940,93033,25073,984,1740,9874,661,8860
7069:1592
7077:31168,32107,64725,77790,43857,62125,58530
7096:7159
7112:75057,120102,2449,107052,71443,81729,102248,103280,23084,107310
7116:10175,857,28371,45281,84808,113566,59120,17351,21111,28791
7118:654,58,29,616,84,1102,76,138,354,8
7133:84,58,354,616,1102,650,138,736,301,48
7137:8563,7082,4943,26165,23213,52245,70580,39684,15202,34038
7140:84,518,17,1102,302,616,58,654,5998,101
7159:654,302,84,29,1102,301,736,101,8,650
7173:18525,36070,59711,23333,26802,8881,8151,7841,3005,45996
7178:33580,9974,63619,107021,31647,120779,62842,6057,2683,40269
7183:17,616,650,8,736,301,285,518,6,866
7184:6774
7188:17
7192:58,616,29,84,1102,354,8,301,736,138
7196:88351
7203:5975,15506,8360,6311,603,14268,19206,17,14653,2510
7214:1187,48,899,4420,17,60127,6945,54886,84,1985
7224:327,10291,17,32,616,302,131,650,8,84
7225:18087,21514,105578,82752,66575,52049,63391,557
7230:2848
7232:10039,890,5097,4743,226,805,18425,2139,17,138
7239:7757,29392,36890,52206,66351,87578,95396,113643,616,17
7242:19029,5611,44935,22848,94354,9782,20037,7614,48582,76460
7254:103841,58624,103073,113255,54949,122516,34208,94421,88658,86845
7268:17,616,84,1102,354,650,285,138,162,239
7291:64815,2028,2715,55035,14968,441,3246,2983,4856,61822
7294:17,1102,302,518,654,1187,616,899,76,354
7299:302,654,616,58,76,84,29,736,8,1102
7303:83785,22110,41588,74118,20186,21679,27309,121398,46289,41595
7326:302,654,76,84,361,58,866,29,616,354
7340:15238,70959,8897,56166,4743,16862,55944,113437,68709,80189
7346:9800,6097,1326,297,14754,4320,2153,564,2139,168
7348:239,193,302,29,654,495,395,273,2618,58
7351:236
7356:18777,14906,29732,44945,7623,1678,6977,16726,15232,54330
7366:654,1102,29,58,616,354,8,70,736,650
7367:33388,48433,39204,72499,113879,15852,29623,58888,9447,28950
7383:67253,20327,19886,86531,5187,28994,103355,24728,35646,101979
7397:17,58,302,654,182,650,1102,861,84,8
7410:81,2379,2967,1888,8283,7211,140,1749,8667,22689
7414:6278,37780,775,19687,19877,107206,75418,71781,92521,93098
7419:8860,463,2103,1147,9874,168,9417,14593,9657,35229
7429:7885
7433:302,654,84,58,616,29,1102,354,650,8
7444:7334,70818,27085,26945,76875,4671,98591,103202,15981,28924
7451:69,1917,38690,1617,17944,93408,12597,48197,88234,43327
7461:17,10077,21852,564,302,650,168,654,361,616
7466:2268,1951,29097,60347,4487,8457,16514,3514,18359,72442
7467:302,654,84,8,58,616,301,29,1102,354
7488:302,58,84,616,1102,354,138,650,301,736
7489:7612,24032,50463,85656,68947,98736,39860,58835,41064,77905
7517:11408,3378,22713,186,10178,45641,40356,58738,216,40483
7518:84,302,654,66525,25937,47023,9216,33884,53856,35644
7519:48,1187,302,875,654,84,354,58,2268,1119
7527:20300,33882,39395,70923,15642,1524,64614,103752,98258,63084
7542:168,10224,55198,79872,84055,48532,50859,719,984,661
7555:72027,90038,13716,116662,117659,39066,47388,73619,81074,93182
7556:67880,47738,25740,48210,22059,31342,20008,17498,8419,103730
7558:168,24358,14226,9874,38427,91746,103098,984,23442,62325
7563:84,58,354,616,138,650,301,8,866,736
7572:984,168,719,9417,7711,661,9874,2103,7838,877
7586:5480,984,760,168,7838,8860,719,1400,661,5738
7590:44144,302,654,616,29,84,1102,301,354,650
7603:302,654,616,58,29,84,1102,650,8,354
7605:302,654,84,616,58,736,76,650,8,29
7607:44115,13511,30188,107603,302,654,9093,84,85538,58
7608:302,654,354,8,138,58,301,736,616,866
7612:616,58,654,17,302,162,8,483,542,3223
7617:37236,46650,2641,7760,755,1119,654,17
7637:51032,7516,302,15561,654,49428,58,84,23011,374
7657:63047,75581,6453,25123,38355,65094,782,4796,7709,9711
7661:84923,95962,99589,116179,119924,120049,64328,73975,4902,17
7678:3107,1352,3172,23191,6434,8848,2880,4825,5624,1712
7682:7836,47276,61872,15556,1012,28527,118740,80219,86372,62614
7692:27293,3657,56243,5954,24259,75427,2266,57885,30860,62386
7699:13298,1919,105524,18476,9341,18966,929,8567,78091,86480
7707:29,84,616,1102,301,70,736,8,650,76
7708:21624,6328,1335,13504,87846,40799,37545,52721,53537,12092
7713:654,29,84,354,58,5457,650,1102,138,616
7734:89664,70094,71808,44484,61906,29670,16553,27609,27500,7471
7741:302,17,84,1102,354,138,76,301,285,162
7742:7270,11881,4174,302,73492,6513,13458,654,21560,616
7743:18390,17,698,64990,70,302,58,736,654,650
7751:48,654,1187,29,84,58,354,1102,616,736
7760:21903,68700,15931,38046,72988,38546,47852,87667,39551,84927
7766:43500,118281,11499,93752,102443,58603,82919,18230,12033,27642
7787:12776,17,76,2966,327,84,131,616,301,8
7813:73745,61447,74540,112631,22170,6799,3232,85591,4791,1155
7818:616,17,58,302,654,84,8,650,1102,542
7823:2579,2153,297,81547,877,1326,17818,10360,2275,56344
7825:1644,70,138,3423,226,986,780,20330,5767,11235
7833:908,899,17,48,84,2950,6601,7831,2162,24581
7841:302,654,58,84,29,650,8,8579,1102,354
7844:16819,302,654,18062,4369,84,34839,60636,95881,99471
7850:4121,13660,31932,12978,5612,7006,63570,5254,39840,28892
7863:17,616,302,650,654,58,327,542,289,554
7869:22646,25398,42150,2303,81362,8258,53416,82452,107013,103304
7888:17,654,58,84,1102,518,138,76,861,354
7889:16340,2379,226,47041,2967,81,2630,3423,70,1888
7894:50605,4858,2822,11751,15580,50800,60871,62731,83303,95086
7903:21840,100732,11891,40116,67579,46923,88730,94225,95046,111921
7915:17,302,84,616,58,1102,29,354,736,301
7921:10503,8454,27291,81699,15138,1609,43783,25114,39402,68892
7945:168,2642,463,1400,661,760,8860,5480,2318,801
7946:17,59042,354,654,301,302,70,616,138,564
7949:8151,1119,17,1187,327,119,70,899,947,2162
7951:84,58,29,616,354,301,8,138,650,76
7958:669
7962:29,8,650,289,564,361,861,866,239,947
7964:13567,760,984,1081,10267,37436,34134,135,61078,661
7967:56568,45974,26531,453,53369,565,111864,18830,15204,2510
7969:361,17,302,654,182,29,354,58,76,84
7975:302,654,84,58,29,866,616,354,361,650
7976:42330,53254,46942,86289,112851,12235,43173,435,17348,45773
7977:866,302,654,84,354,29,58,1102,301,76
7981:3378,65033,68179,39446,45315,22713,32261,186,10611,68239
7990:2268,1951,185,30158,47789,115793,245,50085,20910,50834
8002:16036,2028,4856,1875,441,2738,4421,10536,15724,9055
8008:3176
8009:58,2748,8359,17,13523,302,654,861,76,591
8023:37348,3270,63947,33130,19883,79909,4797,46234,353,12344
8032:68914,32244,37671,1435,20159,1936,11584,79166,23370,17
8036:399,40319,25253,8252,6411,66755,44088,85234,47584,41543
8054:2139,17,81,3131,5965,564,2669,19149,361,4880
8065:58,650,354,138,736,518,861,542,301,289
8068:24655,10048,538,7450,28945,21640,18452,23051,24885,83764
8069:3207,970,3506,8536,25783,866,9217,9490,2824,302
8081:189,302,361,29,84,1527,58,354,3107,138
8090:84,58,354,616,70,650,8,736,866,6
8097:51052,1435,68806,91177,44970,64856,1936,6724,13166,11235
8103:29263,58057,25751,47013,59438,48159,80047,110126,83512,44420
8104:8300
8130:1102,17,8,2140,302,354,518,654,736,899
8134:57519,105057,1913,2848,52934,14997,75498,84017,34898,92398
8137:58,29,138,361,736,301,289,101,285,564
8141:14152,2816,4481,168,974,22,23370,661,10466,29049
8144:168,463,984,9417,399,661,564,9874,1400,17
8150:17,302,29,84,650,8,736,1102,6,861
8159:6400,8168,21870,10810,17552,19221,29063,3433,69455,21026
8161:77681,54240,8357
8163:17,76,1995,302,254,354,654,736,13420,2265
8184:68537,37567,39924,82005,9585,100323,780,24210,26140,99163
8186:654,58,29,518,354,616,138,736,899,101
8200:302,654,84,29,58,1102,301,866,361,616
8206:15459,22900,18040,30058,28618,18994,1598,3290,65599,44115
8217:58,17,654,302,30143,861,361,650,29,542
8224:84,17,302,654,616,289,518,58,736,650
8225:774,8536,25783,9217,2824,10046,4487,9490,5108,33639
8227:4798,1267,5266,31133,9068,5565,2998,7672,8566,8973
8229:302,17,58,29,616,289,84,1102,354,138
8245:10503,8454,27291,42440,14508,33562,17145,21963,605,10404
8263:8476
8264:545,29079,68331,73629,96367,15264,51063,83266,53558,7581
8270:48507,39153,2136,46406,1650,12463,1591,17,5548,10682
8276:17,58,84,616,1102,650,138,301,6,361
8285:39108,27217,68216,104457,104478,14626,45145,81779,53139,32001
8286:12746,12020,31068,51407,467,34169,113030,122962,57301,15599
8287:23950,545,14597,39436,6468,24917,83266,14034,3374,37493
8290:10070,116,10595,26741,20172,24928,100650,73954,43892,66612
8310:44227,6224,4341,19100,108999,3033,120656,49237,306,60114
8314:82058,25441,58480,71,24212,69737,24611,35439,36797,41153
8325:29185,93329,34537,29,302,3234,654,1196,239,58
8326:302,361,654,84,58,29,354,616,76,1102
8334:58,654,17,616,29,302,2338,15,301,61
8336:
8343:790,302,654,84,58,616,29,301,1102,354
8347:29,616,8,354,138,650,736,301,518,6
8352:17,76,4364,564,1606,736,873,616,500,70
8368:654,17,616,302,29,285,322,289,8,239
8380:760,6097,752,9417,14754,168,1400,1326,336,5738
8396:302,17,1102,58,616,354,138,8,650,285
8401:302,654,361,84,58,354,1102,616,301,138
8406:17,1102,1527,654,3107,8,10041,2880,29,616
8411:302,654,84,58,29,354,1102,616,866,301
8413:26872,46011,52227,82649,115526,14207,18353,7800,57968,55122
8435:3913
8449:23191,3172,4825,2880,7457,8848,5624,6434,1712,7831
8450:1686,37804,1711,13266,18803,22957,60203,31648,78763,101220
8476:12830,8730,15668,26889,42365,75054,91575,10764,50631,74848
8477:4755,189,3172,1527,3107,168,297,10041,17,1712
8491:56633,61462,84276,85999,108907,37368,42485,38353,41145,58036
8499:1205,4755,1002,4444,5122,8848,441,4991,16506,17
8500:4455,60193,8418,29047,50294,31820,33137,114133,120437,25990
8510:7965,147,28802,10121,2615,9906,1811,8964,75484,109660
8513:30316,67481,9057,4968,7145,60350,3423,6202,17,8
8517:57092,25041,29782,88325,118415,27098,38829,42249,45935,48123
8530:302,654,58,17,84,1102,650,162,736,8
8531:302,58,29,8,301,650,76,289,564,101
8534:4941,37386,2447,11623,14964,3829,6289,5598,11641,16155
8536:1057,1352,8579,189,10041,1527,4825,2880,3172,3107
8537:363,1568,25549,1285,22070,7031,1009,13235,63583,123101
8552:811
8569:1527,4825,10041,1352,189,6434,8848,7880,7859,1712
8578:106,14152,2816,10466,4481,28980,974,27752,504,64465
8581:14750,13087,1787,18471,76712,88190,94993,117815,27364,80963
8582:1102,354,650,736,8,6,285,289,518,866
8600:1360,807,1099,931,12710,1402,26687,8191,873,31550
8603:51517,77673,107237,108785,8660,25937,66525,33884,47023,1495
8635:866,17,8848,16174,302,654,354,29884,55351,61492
8636:8783,6901,5357,28389,684,26437,26077,10302,48431,2857
8637:866
8644:55436,53644,91326,20984,32866,39212,616,17,650,568
8651:2162,875,84,302,1119,654,354,6450,736,947
8660:17,58,84,616,1102,354,301,650,138,285
8670:5860,91004,95754,60302,3516,20327,17072,8588,48245,108080
8681:302,654,84,29,8,866,354,650,736,76
8692:3423,2379,8283,1749,3718,7211,3137,13544,18239,5767
8711:16970
8717:12691,9597,3819,17071,6593,1217,7585,81,481,2185
8718:984,8860,1400,2103,463,5480,7838,760,5738,801
8719:654,361,84,29,58,616,354,138,1102,8
8735:36292,73218,10047,6875,21933,30838,104020,27137,19531,50024
8736:6491,6127,32616,18239,48914,13737,11671,686,21799,7890
8746:302,58,616,84,29,650,1102,8,301,138
8747:302,654,84,354,138,29,58,1102,736,616
8755:86870,27589,27582
8760:38295,88028,116508,51439,58063,64116,89549,616,17,302
8765:9075
8768:39619,5726,33223,48992,31619,18892,4979,10543,56217,19089
8771:17,8,302,654,58,354,736,29,138,650
8774:5343,44632,50153,30301,15521,19233,6511,21929,31938,2615
8782:5557,2642,2888,1400,18240,8860,463,168,5480,719
8788:58,29,84,1102,650,8,354,138,6,285
8789:25987,1352,117014,10041,37709,189,1527,4825,3107,3172
8790:5522,3471,11563,27241,2766,35279,1792,83920,85387,111573
8802:302,654,8,616,29,354,736,650,301,138
8810:11268,33619,76,3704,736,17,9212,55244,873,1825
8812:3423,140,2204,2379,8039,7211,13544,1749,2967,66439
8822:8725
8825:302,654,58,84,7795,616,289,29,8,3448
8844:78744,84691,89703,100449,103267,111017,49290,32591,8191,45199
8850:4755,1527,3107,2880,10041,8848,1712,12990,5624,6266
8852:70,100158,10974,36997,17170,8308,44374,85850,91685,115801
8862:908,53491,63400,15950,899,79447,23668,931,77872,85020
8863:302,654,58,8,29,354,138,736,518,101
8868:1102,17,8,302,354,2140,654,736,518,899
8870:17,29,58,8,354,616,138,736,518,301
8872:17,616,302,58,654,15995,510,354,736,65
8877:17,616,302,8,654,58,84,650,138,29
8889:1936,11235,39766,123202,8011,28163,3372,2583,2068,5522
8890:226,9429,81446,114846,1462,17,138,354,302,3125
8900:302,654,84,58,29,616,1102,354,866,301
8906:17,302,654,354,84,76,736,58,616,564
8912:1462,138,17,986,354,76,302,654,81,84
8913:5111,10997,8934,14793,10230,5627,10541,840,157,42506
8915:17,302,1102,654,58,518,138,301,29,70
8916:418,69904,31137,4375,34352,56475,6576,16619,55359,57740
8920:4854,7072,403,14174,89506,42467,17782,81,3939,23556
8924:441,226,76,4715,17,18783,13,4696,2028,9055
8931:302,654,58,84,616,650,289,29,8,354
8935:302,654,84,18064,58,947,616,899,354,301
8936:54180,89051,6306,40588,736
8958:31872,302,654,58,84,29,616,1102,354,301
8984:9725,78059,81173,25127,29417,60889,9345,297,352,14754
9000:17,302,1102,29,616,8,138,301,736,518
9001:4797,16127,15995,12993,6417,47366,55337,584,1467,47411
9013:11567,5991,285,75483,33005,21109,63997,68230,110376,116827
9024:114300,34610,27986,2979,20415,32734,37333,95833,103471,119851
9079:81,217,3423,4702,12471,7211,3516,262,138,2241
9085:17,899,48,654,84,29,4364,2162,12776,354
9096:2880,12990,7859,7831,7880,1712,7457,6266,19524,20806
9098:1678,18777,29732,14906,18448,10232,9417,51850,37535,35350
9106:302,654,84,58,354,29,1102,616,301,736
9111:21902,34632,14151,94123,302,8,654,84,38240,14104
9122:302,17,58,29,84,1102,9693,40265,861,354
9128:654,58,616,29,84,1102,354,8,138,736
9135:3448,10075,4203,8861,10641,10682,4756,299,7795,11621
9141:3107,1527,2880,1352,189,8848,5624,23191,7880,1712
9152:302,84,654,616,58,354,301,8,736,76
9155:31210,55433,66983,86151,103001,120221,120467,8409,14154,17740
9157:57971,107533,3034,33550,8529,36596,533,13884,34070,14268
9158:3131,3717,4357,10905,55222,24790,1371,29491,79699,81291
9159:353,2268,18319,245,185,1262,2955,3521,3429,3514
9160:189,1527,3107,10041,2880,3172,4825,1712,6434,8848
9161:760,984,1400,8860,9417,719,59029,2318,463,2153
9171:654,361,29,58,84,616,354,1102,301,736
9173:302,654,84,58,354,29,616,8,1102,301
9200:14671,3787,52378,4621,72699,22719,70182,45041,14628,30734
9224:100652,34450,84195,94105,17227,67491,68685,90405,52178,1382
9225:1077,21314,14259,64018,41687,12861,5512,15981,11990,4445
9233:42657,15373,22776,21029,21795,18708,6383,90613,71671,100954
9236:2880,30778,4755,27042,3185,1352,10041,189,1458,4568
9237:29,84,1102,138,8,76,736,542,354,285
9238:302,654,84,58,29,616,354,1102,650,301
9245:25222,17264,25667,90299,117951,1222,34360,49122,61797,82312
9249:78219,14314,88624,2082,12045,53731,2076,28206,21595,7190
9256:302,1102,654,8,354,58,29,616,899,736
9276:4797,4589,601,120,87041,30884,53301,57466,110595,8694
9288:302,654,84,58,354,616,29,301,736,1102
9290:8322,13077,24933,30815,4409,37112,16965,25985,13647,31597
9291:616,8,302,84,654,58,1102,650,101,542
9310:17,302,616,58,654,238,76,138,8,1196
9312:302,654,84,58,616,354,29,301,899,1102
9313:17,787,616,650,65,32,302,654,2200,58
9331:85508,64240,52132,37294,12964,28740,66541,69121,11246,24308
9333:30259,34582,95159,4965,62433,10869,16431,203,4650,6210
9350:17,302,736,654,616,58,650,84,70,10466
9357:9760,80021,83385,20184,7585,986
9359:302,654,58,84,616,48,354,8,1102,29
9364:31120,1645,11205,61980,104142,53629,4280,17,302,616
9368:48701,9767,29158,38319,5066,50917,72716,2449,34880,32432
9369:8860,168,4792,10292,463,719,4293,2632,15239,10267
9371:302,654,2162,1119,29,736,138,58,518,301
9381:1913,22507,22856,5214,48061,26519,62347,31633,40263,30791
9389:39645,109119,72606,95029,97686,32076,63225,45970,18077,7560
9394:654,29,84,58,616,1102,354,301,8,650
9400:302,17,58,29,84,1102,76,354,8,861
9402:9815
9420:302,654,84,58,29,146,354,616,301,1102
9431:9594,4671,7622,815,7468,22004,83478,26696,34689,14259
9432:17,302,8,654,354,518,29,138,736,301
9433:16952,71022,95228,103886,86412,109750,118575,43850,65982,47832
9437:10048,10305,3746,14890,23051,5613,28945,41385,11358,23622
9442:1749,140,2379,1888,2241,13544,3819,6108,8283,3718
9443:302,654,58,84,48,29,8,354,650,1102
9451:302,58,29,84,616,354,1102,301,899,736
9473:28416,29335,40825,10041,189,5624,33851,8484,59924,52866
9474:5078
9486:38475,115711,50707,94680,15360,94987,24364,30116,78501,17684
9487:48904,17,43028,94112,302,654,17116,84,38203,1102
9489:17,654,29,58,703,616,2030,84,1102,650
9494:3196,189,840,5111,27094,14793,4755,157,4626,2548
9498:4926
9499:69987,72217,96474,97656,109702,120445,41619,73232,76221,12963
9500:76,40,736,1069,616,17,2139,96,2414,8
9507:53415,69,58254,83691,102405,6446,34571,1917,38690,1617
9514:19244,45791,85292,36401,63098,9961,23317,1989
9525:1187,17,2162,84,875,1119,302,8,289,654
9528:353,185,1951,14294,27474,101972,8457,8694,20079,28287
9531:35368,102836,48825,79458,82254,18632,33574,6921,102054,107100
9535:3054,8167,4,14890,8102,3477,3126,36210,538,23622
9538:58,17,302,654,650,29,861,8,564,84
9541:29477,121835,18868,26441,46570,53744,72145,75193,77846,96167
9553:3901,108638,111574,122169,7240,16056,2254,2579,1205,546
9568:7334,12861,7622,1547,9435,9594,7088,19152,2543,17486
9570:8359,99709,39966,111275,122487,54037,45269,92177,24497,123182
9571:36268,46731,57701,64758,65998,67596,90013,31835,54474,68863
9573:4,13555,11358,7450,20855,21442,9323,7429,35283,10305
9576:10038
9580:4072,84,518,616,17,1102,302,58,654,902
9590:17,302,58,29,518,354,650,289,301,138
9593:302,654,84,157,58,1102,616,7003,354,301
9606:189,4755,3484,68455,2579,13895,1712,1527,14754,3107
9612:302,1102,58,29,616,354,8,138,650,301
9613:10085,38515,27479,15836,4897,25727,10254,48603,44965,12536
9614:18639,16197,71405,1216,8139,15212,23297,24117,29485,18364
9630:5480,984,1400,8860,719,463,9417,801,2153,661
9665:17,84,58,29,736,650,8,354,138,6
9666:11644,110603,12304,5598,52322,114181,32772,14964,2447,64732
9668:189,4755,23406,18451,1527,17,54152,302,7763,3107
9680:17,302,58,654,616,650,564,29,736,138
9685:14626,53139,14511,8509,7869,32001,56303,75235,107467,39108
9693:17,654,58,84,302,301,564,616,119,354
9694:6387,15542,5363,2848,22856,22614,18933,32578,31633,40263
9696:924,31527,39357,68200,93094,61173,72525,2547,2123,54866
9711:36868,6432,6720,36887,88297,36005,39875,50506,84537,86488
9722:13049,2055,17,5111,873,327,1410,354,3196,146
9727:50463,39860,58835,49652,68947,46178,67350,38713,41064,77905
9742:684,7003,8783,4146,10692,5357,1651,6117,2528,16658
9745:17,654,58,84,518,354,285,736,138,301
9752:62664,12982,102504,16991,6128,19102,10888,32914,13371,42430
9753:4420,1119,6945,14370,17,4299,947,84,1195,736
9755:654,17,29,58,616,84,1102,650,6,354
9757:59623,48361,23599,75402,9682,26093,21879,45133,64665,65787
9786:361,302,654,48,84,354,1187,29,58,650
9808:94324,8154,38216,57566,98334,29994,42212,66227,20494,27460
9810:1122,23398,1406,33683,33720,9448,113607,65938,36443,16433
9812:302,84,58,29,354,616,1102,301,899,866
9813:33619,1352,9212,55244,1527,3107,10041,4825,189,931
9818:17
9820:4268,42414,12061,49696,52411,72022,84183,85617,94970,105761
9824:1256,9055,10167,3618,371,13881,4513,44318,6315,38225
9827:875,899,1187,48,1119,17,6450,7838,2140,5480
9831:984,168,719,8860,7711,463,5480,1400,574,1528
9834:50946,83386,17,616,20931,2656,55562,14636,302,58
9837:654,17,29,616,1102,84,650,6,354,138
9839:698,61029,22272,22093,81,67764,1501,6545,40,75586
9840:10365,62044,13178,40107,71315,30489,10248,35154,4256,4487
9864:17,654,29,58,84,3751,1653,1102,616,354
9879:1945,42086,26405,50041,76686,15584,94368,98624,19557,100286
9890:302,17,58,654,84,29,650,861,8,101
9891:654,29,58,8,354,616,138,736,301,866
9892:12165,45541,4586,4427,79285,93411,6906,7418,4475,11732
9896:1827,8536,25783,9217,2824,9490,5108,33639,7817,3434
9899:866,302,654,23516,84,48249,354,29,24835,58
9900:17,654,302,616,29,650,301,354,736,564
9911:29555,80425,37591,18414,32604,24425,13789,7608,55557,117653
9926:84,302,654,58,8,29,354,650,70,138
9927:1102,138,650,736,518,564,6,162,358,239
9929:302,654,84,58,616,29,354,1102,301,76
9944:56364,49920,44984,83954,36269,14201,48271,12222,4462,113412
9945:66643,36508,26026,12808,4815,15408,17376,19965,63923,6941
9946:10503,8454,27291,42440,14508,33562,17145,21963,605,10404
9961:2178,18536,119109,22632,63691,43881,647,91460,122379,19621
9984:29024,74617,96683,46837,45073,53847,12550,112549,20369,97297
10030:302,654,616,29,84,301,8,650,363,1102
10040:25178,168,27967,61057,801,984,463,11834,2318,297
10050:6905,19668,13835,16957,7854,45229,67291,70937,71947,23546
10051:35144,56594,40465,84856,101979,8682,75784,409,63014,19885
10073:52,459,41037,14431,4009,24345,7578,7590,101297,30427
10078:16996
10082:4889,1397,302,1827,2696,2714,2403,14268,2510,654
10084:91352,3068,52056,10662,29721,76833,104526,1295,2579,3599
10086:10648,8252,34443,2833,18942,984,9874,2286,463,7062
10088:22059,28632,81719,40142,25368,8419,31342,16501,74730,5595
10090:890,68709,1377,80189,113437,70959,8897,56166,22498,15238
10110:67471,95965,302,654,84,58,616,29,354,1102
10111:931,2715,17,2028,302,1539,564,947,1099,710
10115:17975,25553,9581,67631,21863,82636,87749,88489,91717,108069
10117:1086,17,37957,38176,65507,81951,88081,106630,22942,20970
10130:21744,7703,17733,40934,41024,68868,22752,44617,51126,63739
10132:65,327,511,2200,5567,1521,1152,20916,128,1558
10133:3610,42735,13966,12310,26077,29617,43760,58954,17403,40530
10136:9722,29021,12532,105311,101911,39672,49884,96346,112734,24753
10140:26316,12484,27583,31373,16634,27391,53938,5471,2904,302
10148:719,5480,984,1400,463,8860,1528,19337,801,5738
10155:17,840,84,289,31191,37097,40234,354,302,45191
10156:106007,115131,1460,297,6097,10291,5738,2869,1326,10406
10194:302,8,654,23973,354,29,58,616,116680,49502
10196:302,58,29,84,616,354,1102,301,3931,8
10200:2403,1524,970,3506,8536,25783,9217,2824,9490,33639
10210:37386,9629,11644,2447,11623,1905,6289,3829,4126,24211
10233:18156,100785,58227,7728,89230,65269,120587,78503,109758,72000
10235:3282,6320,3060,40211,16009,40831,83921,84220,42203,100832
10236:65107,33195,115745,92484,98423,102580,49842,2377,13568,22066
10237:17,302,8,654,354,518,101,58,736,138
10249:59071,89489,97706,100053,109476,117030,122743,5256,59555,33888
10254:26395,34170,43998,91063,101107,103679,118482,37231,86600,5082
10267:29,354,1187,616,8,736,650,2162,866,518
10275:30808,22110,104144,108124,35670,112997,25450,47577,6616,21679
10276:302,654,84,58,616,650,1102,29,518,138
10279:14975,107694,24075,7115,101753,5703,41166,42165,7381,48611
10302:12409,58,84,354,1102,616,13863,138,650,866
10303:22218,76972,72700,89570,92545,90038,82899,119850,13716,7945
10304:29798,32239,3968,55422,57881,48186,43258,29726,27251,8166
10306:17,654,616,29,650,84,736,8,861,1102
10313:79194,58581,28920,13976,52627,12237,33438,36714,34233,62641
10317:302,654,84,58,1102,29,354,301,866,616
10335:86264,32315,30916,6500,41662,15531,67381,69127,83186,18152
10339:654,29,354,58,616,736,301,518,138,650
10342:654,17,616,302,101,29,8,518,84,1102
10346:51326,7742,8843,9411,37983,38501,57981,119814,68201,104057
10359:302,654,84,58,354,1102,616,285,301,866
10364:32721,54998,2530,3974,26735,55468,61176,113787,118612,5468
10366:654,58,84,29,1102,650,354,138,301,736
10371:19829,3550,31315,33572,16995,14021,74038,5398,19330,32623
10377:48,1187,17,101,2162,654,2832,24464,12039,58
10378:97626,18935,8860,2153,463,168
10387:48539,53812
10388:4,28945,10305,538,14890,8102,10048,3746,14524,11358
10392:
10408:840,10541,14793,5111,5627,6754,13049,27070,3370,13995
10420:2379,58,17,654,302,4131,82005,100323,9585,12332
10427:9711,52789,61213,12351,69197,17195,59015,11810,21124,23019
10439:84,29,354,8,650,138,301,76,866,6
10445:84,518,17,1102,302,616,654,873,58,736
10454:70467,6610,646,6789,2220,37464,46653,14519,31015,42264
10471:11209,56243,17,302,33999,654,8,49084,58,37889
10478:17,302,58,84,616,7836,138,1102,38776,736
10479:30754,68370,70299,75860,77710,52696,62290,93908,102624,39438
10480:58,17,654,302,101,861,650,542,29,84
10488:302,654,84,29,58,301,616,1102,866,361
10502:41101,58923,28760,11241,22678,53201,21868,38702,110086,42323
10513:13660,63086,64693,113582,49222,9769,40902,5254,17542,5472
10523:8705,12551,25649,441,16465,32665,14581,1256,7630,48084
10543:2028,2715,86461,441,25669,18850,38736,2646,1744,4856
10554:2092
10563:899,6450,302,1119,84,654,736,4420,354,70
10564:302,866,654,354,84,58,29,616,736,650
10570:17,29,58,616,84,1102,650,354,6,301
10573:533
10580:19871,247,45106,83134,10492,17567,3372,10842,3672,5522
10636:302,654,616,84,29,354,39700,49612,1102,650
10655:17,84,654,302,301,9482,35566,361,1102,29
10691:45878,110009,5732,13822,9572,55151,85921,91614,15167,77046
10693:17,654,302,29,84,1102,861,8,564,301
10698:302,58,654,17,861,29,650,591,1102,2618
10707:10682
10710:58,616,70,650,8,76,1119,285,518,289
